voyage_id,voyage_reference,voyage_folio,voyage_rectoverso,voyage_seq,voyage_i_o,voyage_certcoq,voyage_date,voyage_serial,voyage_date_other,voyage_duty,voyage_vessel_name,voyage_vessel_home,voyage_vessel_burthen,voyage_master_forename,voyage_master_surname,voyage_from,voyage_to,voyage_date_iso,cargo_id,cargo_merchant_forename,cargo_merchant_surname,cargo_merchant_occupation,cargo_merchant_abode,cargo_miscellanea,cargo_marginalia,cargo_tonnage,good_id,good_qty,good_measure,good_commodity,good_description,n_clips,clip_image_filenames
1,1129/15,2,,1,OUT,0,15751003,0,0,,Cherubin,Awre,6,Thomas,Bowery,Gloucester,Cardiff,1575-10-03,1,Thomas,Franckombe,merchant,County of Gloucester,burthen 6 ton merchant = merchant of the county of gloucester,,,1,6,wey,brasei hordei,,0,
2,1129/15,2,,2,OUT,0,15751005,0,0,,Valentine,Newnham,6,Richard,Bowery,Gloucester,Cardiff,1575-10-05,2,Matthew,Davis,merchant,Elmore,burthen 6 ton mer = merchant of ellmore in the county of gloucester,,,2,4,wey,brasei hordei,,0,
3,1129/15,2,,3,OUT,0,15751015,0,0,,Elizabeth,Gloucester,14,William,Tiler,Gloucester,Newport,1575-10-15,3,William,Tiler,innholder,Gloucester,burthen 14 ton mer = innholder of gloucester,,,3,7,wey,brasei hordei,,0,
3,1129/15,2,,3,OUT,0,15751015,0,0,,Elizabeth,Gloucester,14,William,Tiler,Gloucester,Newport,1575-10-15,3,William,Tiler,innholder,Gloucester,burthen 14 ton mer = innholder of gloucester,,,4,20,c,bisket,,0,
4,1129/15,2,,4,OUT,0,15751017,0,0,,George,Newnham,10,Thomas,Franckombe,Gloucester,Cardiff,1575-10-17,4,Thomas,Shapard,merchant,County of Gloucester,burthen 10 ton merchant = merchant of the county of gloucester,,,5,6,wey,brasei hordei,,0,
5,1129/15,2,,5,OUT,0,15751019,0,0,,Margaret,Tewkesbury,14,John,Russell,Tewkesbury,Bristol,1575-10-19,5,John,Russell,maltmaker,Tewkesbury,burthen 14 ton merchant = of tewkesbury maltmaker master = the same,,,6,15,wey,brasei hordei,,0,
6,1129/15,2,,6,OUT,0,15751020,0,0,,Trinity,Gloucester,12,William,Robbins,Gloucester,Carmarthen,1575-10-20,6,Thomas,Franckombe,merchant,Gloucester,burthen 12 ton merchant = merchantof gloucester,,,7,6,wey,brasei hordei,,0,
7,1129/15,2,,7,OUT,0,15751024,0,0,,Ann,Marles,16,David,Doven,Gloucester,Carmarthen,1575-10-24,7,John,Tailor,maltmaker,Gloucester,burthen 16 ton merchant = maltmaker of gloucester,,,8,15,wey,brasei hordei,,0,
8,1129/15,2,,8,OUT,0,15751026,0,0,,Peter,Worcester,18,John,Butler,Gloucester,Cardiff,1575-10-26,8,John,Butler,gentleman,Tewkesbury,burthen 18 ton merchant = gent of tewkesbury master = the same,,,9,17,wey,brasei hordei,,0,
8,1129/15,2,,8,OUT,0,15751026,0,0,,Peter,Worcester,18,John,Butler,Gloucester,Cardiff,1575-10-26,8,John,Butler,gentleman,Tewkesbury,burthen 18 ton merchant = gent of tewkesbury master = the same,,,10,1,ton,metheglin,,0,
9,1129/15,2,,9,OUT,0,15751029,0,0,,Martin,Tewkesbury,16,Thomas,Turbill,Tewkesbury,Bristol,1575-10-29,9,Thomas,Turbill,,Tewkesbury,burthen 16 ton merchant of tewkesbury,,,11,16,wey,brasei hordei,,0,
10,1129/15,2,,10,OUT,0,15751031,0,0,,Matthew,Bewdley,16,Thomas,Glynne,Gloucester,Bristol,1575-10-31,10,John,Boswell,grocer,Bristol,burthen 16 ton merchant = grocer of bristol,,,12,3,c,saponis albi,,0,
10,1129/15,2,,10,OUT,0,15751031,0,0,,Matthew,Bewdley,16,Thomas,Glynne,Gloucester,Bristol,1575-10-31,10,John,Boswell,grocer,Bristol,burthen 16 ton merchant = grocer of bristol,,,13,0.5,c,copperas,,0,
10,1129/15,2,,10,OUT,0,15751031,0,0,,Matthew,Bewdley,16,Thomas,Glynne,Gloucester,Bristol,1575-10-31,10,John,Boswell,grocer,Bristol,burthen 16 ton merchant = grocer of bristol,,,14,1.5,dozen,hops,,0,
10,1129/15,2,,10,OUT,0,15751031,0,0,,Matthew,Bewdley,16,Thomas,Glynne,Gloucester,Bristol,1575-10-31,10,John,Boswell,grocer,Bristol,burthen 16 ton merchant = grocer of bristol,,,15,200,of,alum,1 bag,0,
10,1129/15,2,,10,OUT,0,15751031,0,0,,Matthew,Bewdley,16,Thomas,Glynne,Gloucester,Bristol,1575-10-31,10,John,Boswell,grocer,Bristol,burthen 16 ton merchant = grocer of bristol,,,16,3,c,wick yarn,,0,
10,1129/15,2,,10,OUT,0,15751031,0,0,,Matthew,Bewdley,16,Thomas,Glynne,Gloucester,Bristol,1575-10-31,10,John,Boswell,grocer,Bristol,burthen 16 ton merchant = grocer of bristol,,,17,11,of,casei,,0,
10,1129/15,2,,10,OUT,0,15751031,0,0,,Matthew,Bewdley,16,Thomas,Glynne,Gloucester,Bristol,1575-10-31,10,John,Boswell,grocer,Bristol,burthen 16 ton merchant = grocer of bristol,,,18,1,bend,leather,,0,
10,1129/15,2,,10,OUT,0,15751031,0,0,,Matthew,Bewdley,16,Thomas,Glynne,Gloucester,Bristol,1575-10-31,10,John,Boswell,grocer,Bristol,burthen 16 ton merchant = grocer of bristol,,,19,1,flitch,bacon,,0,
10,1129/15,2,,10,OUT,0,15751031,0,0,,Matthew,Bewdley,16,Thomas,Glynne,Gloucester,Bristol,1575-10-31,10,John,Boswell,grocer,Bristol,burthen 16 ton merchant = grocer of bristol,,,20,1,hogshead,bird lime,,0,
10,1129/15,2,,10,OUT,0,15751031,0,0,,Matthew,Bewdley,16,Thomas,Glynne,Gloucester,Bristol,1575-10-31,10,John,Boswell,grocer,Bristol,burthen 16 ton merchant = grocer of bristol,,,21,1,barrel,bird lime,,0,
10,1129/15,2,,10,OUT,0,15751031,0,0,,Matthew,Bewdley,16,Thomas,Glynne,Gloucester,Bristol,1575-10-31,10,John,Boswell,grocer,Bristol,burthen 16 ton merchant = grocer of bristol,,,22,11,piece,frieze,,0,
10,1129/15,2,,10,OUT,0,15751031,0,0,,Matthew,Bewdley,16,Thomas,Glynne,Gloucester,Bristol,1575-10-31,10,John,Boswell,grocer,Bristol,burthen 16 ton merchant = grocer of bristol,,,23,1.5,c,wax,,0,
10,1129/15,2,,10,OUT,0,15751031,0,0,,Matthew,Bewdley,16,Thomas,Glynne,Gloucester,Bristol,1575-10-31,10,John,Boswell,grocer,Bristol,burthen 16 ton merchant = grocer of bristol,,,24,2,dolium,pipe white sack,,0,
10,1129/15,2,,10,OUT,0,15751031,0,0,,Matthew,Bewdley,16,Thomas,Glynne,Gloucester,Bristol,1575-10-31,10,John,Boswell,grocer,Bristol,burthen 16 ton merchant = grocer of bristol,,,25,1,hogshead,metheglin,,0,
10,1129/15,2,,10,OUT,0,15751031,0,0,,Matthew,Bewdley,16,Thomas,Glynne,Gloucester,Bristol,1575-10-31,10,John,Boswell,grocer,Bristol,burthen 16 ton merchant = grocer of bristol,,,26,2,dozen,pepper,,0,
10,1129/15,2,,10,OUT,0,15751031,0,0,,Matthew,Bewdley,16,Thomas,Glynne,Gloucester,Bristol,1575-10-31,10,John,Boswell,grocer,Bristol,burthen 16 ton merchant = grocer of bristol,,,27,3,lb,cloves,,0,
10,1129/15,2,,10,OUT,0,15751031,0,0,,Matthew,Bewdley,16,Thomas,Glynne,Gloucester,Bristol,1575-10-31,10,John,Boswell,grocer,Bristol,burthen 16 ton merchant = grocer of bristol,,,28,2,dozen,ginger,,0,
10,1129/15,2,,10,OUT,0,15751031,0,0,,Matthew,Bewdley,16,Thomas,Glynne,Gloucester,Bristol,1575-10-31,10,John,Boswell,grocer,Bristol,burthen 16 ton merchant = grocer of bristol,,,29,18,lb,grains,,0,
10,1129/15,2,,10,OUT,0,15751031,0,0,,Matthew,Bewdley,16,Thomas,Glynne,Gloucester,Bristol,1575-10-31,10,John,Boswell,grocer,Bristol,burthen 16 ton merchant = grocer of bristol,,,30,3,lb,mace,,0,
10,1129/15,2,,10,OUT,0,15751031,0,0,,Matthew,Bewdley,16,Thomas,Glynne,Gloucester,Bristol,1575-10-31,10,John,Boswell,grocer,Bristol,burthen 16 ton merchant = grocer of bristol,,,31,3,lb,nutmeg,,0,
10,1129/15,2,,10,OUT,0,15751031,0,0,,Matthew,Bewdley,16,Thomas,Glynne,Gloucester,Bristol,1575-10-31,10,John,Boswell,grocer,Bristol,burthen 16 ton merchant = grocer of bristol,,,32,1,bale,nutmeg,,0,
10,1129/15,2,,10,OUT,0,15751031,0,0,,Matthew,Bewdley,16,Thomas,Glynne,Gloucester,Bristol,1575-10-31,10,John,Boswell,grocer,Bristol,burthen 16 ton merchant = grocer of bristol,,,33,2,lb,saffron,,0,
10,1129/15,2,,10,OUT,0,15751031,0,0,,Matthew,Bewdley,16,Thomas,Glynne,Gloucester,Bristol,1575-10-31,10,John,Boswell,grocer,Bristol,burthen 16 ton merchant = grocer of bristol,,,34,2,lb,saffron,,0,
10,1129/15,2,,10,OUT,0,15751031,0,0,,Matthew,Bewdley,16,Thomas,Glynne,Gloucester,Bristol,1575-10-31,10,John,Boswell,grocer,Bristol,burthen 16 ton merchant = grocer of bristol,,,35,2,dozen,liquorice,,0,
10,1129/15,2,,10,OUT,0,15751031,0,0,,Matthew,Bewdley,16,Thomas,Glynne,Gloucester,Bristol,1575-10-31,10,John,Boswell,grocer,Bristol,burthen 16 ton merchant = grocer of bristol,,,36,2,dozen,aniseed,,0,
11,1129/15,2,,11,OUT,0,15751106,0,0,,?,?,5,John,Puryman,Gloucester,Barnstaple,1575-11-06,11,John,Cadell,mariner,Blaisdon,burthen 5 ton mer = mariner of bleison in the county of gloucester,,,37,5,wey,brasei hordei,,0,
12,1129/15,2,,12,OUT,0,15751106,0,0,,Trinity,Newnham,10,Richard,Bowerie,Gloucester,Cardiff,1575-11-06,12,Matthew,Davis,merchant,Elmore,burthen 10 ton merchant = merchant of elmore,,,38,9,wey,brasei hordei,,0,
13,1129/15,2,,13,OUT,0,15751112,0,0,,Ellen,Carmarthen,24,Evan,Lloyde,Gloucester,Carmarthen,1575-11-12,13,Henry,Horne,merchant,Gloucester,burthen 24 ton merchant = merchant of gloucester,,,39,26,wey,brasei hordei,,0,
14,1129/15,2,,14,OUT,0,15751114,0,0,,John Baptist,Newnham,18,John,Smithe,Gloucester,Cardiff,1575-11-14,14,Henry,Cardmaker,maltmaker,Gloucester,burthen 18 ton merchant = maltmaker of gloucester,,,40,36,modius,brasei hordei,,0,
15,1129/15,2,,15,OUT,0,15751121,0,0,,Margaret,Gloucester,8,Morris,Rees,Gloucester,Cardiff,1575-11-21,15,Henry,Horne,merchant,Gloucester,burthen 8 ton merchant = merchant of gloucester,,,41,8,wey,brasei hordei,,0,
16,1129/15,2,,16,OUT,0,15751121,0,0,,Elizabeth,Gloucester,14,John,White,Gloucester,Newport,1575-11-21,16,William,Tiler,innholder,Gloucester,burthen 14 ton merchant = in holder of gloucester,,,42,12,wey,brasei hordei,,0,
17,1129/15,2,,17,OUT,0,15751125,0,0,,Trinity,Tewkesbury,15,Richard,James,Tewkesbury,Bristol,1575-11-25,17,Simon,Barrette,merchant,Tewkesbury,burthen 15 ton merchant = merchant of tewkesbury,,,43,14,wey,brasei hordei,,0,
18,1129/15,2,,18,OUT,0,15751205,0,0,,Mary Fortune,Tewkesbury,15,John,Halle,Tewkesbury,Bristol,1575-12-05,18,William,Johnsons,merchant,Gloucester,burthen 15 ton merchant = merchant of gloucester,,,44,3,wey,tritici,,0,
18,1129/15,2,,18,OUT,0,15751205,0,0,,Mary Fortune,Tewkesbury,15,John,Halle,Tewkesbury,Bristol,1575-12-05,18,William,Johnsons,merchant,Gloucester,burthen 15 ton merchant = merchant of gloucester,,,45,3,wey,pisarum,,0,
18,1129/15,2,,18,OUT,0,15751205,0,0,,Mary Fortune,Tewkesbury,15,John,Halle,Tewkesbury,Bristol,1575-12-05,18,William,Johnsons,merchant,Gloucester,burthen 15 ton merchant = merchant of gloucester,,,46,1,ton,metheglin,,0,
19,1129/15,2,,19,OUT,0,15751205,0,0,,John,Worcester,14,Roger,Brooke,Gloucester,Bristol,1575-12-05,19,John,Holborowe,merchant,Bristol,burthen 14 ton merchant = merchant of bristol,,,47,15,c,wax,,0,
19,1129/15,2,,19,OUT,0,15751205,0,0,,John,Worcester,14,Roger,Brooke,Gloucester,Bristol,1575-12-05,19,John,Holborowe,merchant,Bristol,burthen 14 ton merchant = merchant of bristol,,,48,20,tod,lanae,,0,
20,1129/15,2,,20,OUT,0,15751205,0,0,,Angel,Frampton,16,Germain,Michell,Gloucester,Carmarthen,1575-12-05,20,Henry,Horne,merchant,Gloucester,buirthen 16 ton merchant = merchant of gloucester,,,49,13,wey,brasei hordei,,0,
21,1129/15,2,,21,OUT,0,15751210,0,0,,Peter,Framilode,14,Thomas,Swanley,Gloucester,Padstow,1575-12-10,21,John,Horne,merchant,Gloucester,burthen 14 ton merchant = merchant of gloucester,,,50,7,wey,pisarum albarum,,0,
22,1129/15,2,,22,OUT,0,15751210,0,0,,Jesus,Westbury,14,Thomas,Sharpe,Gloucester,Carmarthen,1575-12-10,22,Henry,Horne,merchant,Gloucester,burthen 14 ton merchant = merchant of gloucester,,,51,16,wey,brasei hordei,,0,
23,1129/15,2,,23,OUT,0,15751212,0,0,,Dragon,Gloucester,16,George,Warre,Gloucester,Padstow,1575-12-12,23,Henry,Horne,merchant,Gloucester,burthen 16 ton merchant = merchant of gloucester,,,52,7,wey,pisarum,,0,
24,1129/15,2,,24,OUT,0,15751213,0,0,,Trinity,Newnham,9,Richard,Bowerie,Gloucester,Cardiff,1575-12-13,24,Matthew,Davis,merchant,Elmore,burthen 9 ton merchant = merchant of elmore,,,53,5,wey,brasei hordei,,0,
25,1129/15,2,,25,OUT,0,15751214,0,0,,Elizabeth,Northam,10,Robert,Bennette,Tewkesbury,Aberdovey,1575-12-14,25,Edward,Barston,merchant,Tewkesbury,burthen 10 ton merchant = merchant of tewkesbury,,,54,8,wey,brasei hordei,,0,
26,1129/15,2,,26,OUT,0,15751215,0,0,,Lady,Bideford,20,Thomas,Berriman,Tewkesbury,Aberdovey,1575-12-15,26,Thomas,Berriman,merchant,Bideford,burthen 20 ton him = merchant of bideford,,,55,3,wey,brasei hordei,,0,
26,1129/15,2,,26,OUT,0,15751215,0,0,,Lady,Bideford,20,Thomas,Berriman,Tewkesbury,Aberdovey,1575-12-15,26,Thomas,Berriman,merchant,Bideford,burthen 20 ton him = merchant of bideford,,,56,3,wey,pisarum,,0,
27,1129/15,2,,27,OUT,0,15751215,0,0,,Mary Fortune,Tewkesbury,15,Pearse,Griffith,Tewkesbury,Bristol,1575-12-15,27,William,Johnson,maltmaker,Tewkesbury,burthen 15 ton merchant = maltmaker of tewkesbury,,,57,6,wey,tritici,,0,
27,1129/15,2,,27,OUT,0,15751215,0,0,,Mary Fortune,Tewkesbury,15,Pearse,Griffith,Tewkesbury,Bristol,1575-12-15,27,William,Johnson,maltmaker,Tewkesbury,burthen 15 ton merchant = maltmaker of tewkesbury,,,58,4,wey,brasei hordei,,0,
28,1129/15,2,,28,OUT,0,15751217,0,0,,Clement,Elmore,16,John,Phillips,Gloucester,Carmarthen,1575-12-17,28,Henry,Ellell,merchant,Gloucester,burthen 16 ton merchant = merchant of gloucester,,,59,19,wey,brasei hordei,,0,
29,1129/15,3,,1,OUT,0,15751217,0,0,,?,Bridgwater,14,?,?,Gloucester,?,1575-12-17,29,Christopher,Phillipps,,Bridgwater,burthen 14 ton merchant = xxx of bridgewater,,,60,0,xxx,xxx,,0,
29,1129/15,3,,1,OUT,0,15751217,0,0,,?,Bridgwater,14,?,?,Gloucester,?,1575-12-17,29,Christopher,Phillipps,,Bridgwater,burthen 14 ton merchant = xxx of bridgewater,,,61,30,dozen,calf skins,,0,
29,1129/15,3,,1,OUT,0,15751217,0,0,,?,Bridgwater,14,?,?,Gloucester,?,1575-12-17,29,Christopher,Phillipps,,Bridgwater,burthen 14 ton merchant = xxx of bridgewater,,,62,5,c,wax,,0,
30,1129/15,3,,2,OUT,0,15751219,0,0,,Margaret,Gloucester,8,Morris,Rees,Gloucester,Carmarthen,1575-12-19,30,Morris,Rees,merchant,Gloucester,burthen 8 ton him = merchant of gloucester,,,63,8,wey,brasei hordei,,0,
31,1129/15,3,,3,OUT,0,15751222,0,0,,Harry,Gloucester,16,George,Swanley,Gloucester,Barum,1575-12-22,31,Richard,Swanley,merchant,Gloucester,burthen 16 ton merchant = merchant of gloucester,,,64,10,wey,brasei hordei,,0,
31,1129/15,3,,3,OUT,0,15751222,0,0,,Harry,Gloucester,16,George,Swanley,Gloucester,Barum,1575-12-22,31,Richard,Swanley,merchant,Gloucester,burthen 16 ton merchant = merchant of gloucester,,,65,3,wey,pisarum,,0,
32,1129/15,3,,4,OUT,0,15751222,0,0,,Trinity,Gloucester,16,John,Swanley,Gloucester,Padstow,1575-12-22,32,Richard,Swanley,,,burthen 16 ton,,,66,4,wey,brasei hordei,,0,
32,1129/15,3,,4,OUT,0,15751222,0,0,,Trinity,Gloucester,16,John,Swanley,Gloucester,Padstow,1575-12-22,32,Richard,Swanley,,,burthen 16 ton,,,67,4,wey,pisarum albarum,,0,
33,1129/15,3,,5,OUT,0,15751224,0,0,,Katharine,Carmarthen,10,Morris,Beynon,Gloucester,Carmarthen,1575-12-24,33,Henry,Ellell,merchant,Gloucester,burthen 10 ton merchant = merchant of gloucester,,,68,9,wey,brasei hordei,,0,
34,1129/15,3,,6,OUT,0,15751224,0,0,,Trinity,Elmore,12,Henry,Okey,Gloucester,Padstow,1575-12-24,34,Henry,Okeye,merchant,Gloucester,burthen 12 ton merchant = merchant of gloucester,,,69,4,wey,pisarum albarum,,0,
35,1129/15,3,,7,OUT,0,15751229,0,0,,Margaret Swanley,Elmore,5,Ralph,Wele,Gloucester,Cardiff,1575-12-29,35,Ralph,Wele,merchant,Elmore,burthen 5 ton him = merchant of elmore,,,70,3,wey,brasei hordei,,0,
36,1129/15,3,,8,OUT,0,15751231,0,0,,Grace of God,Tewkesbury,10,John,Hodges,Tewkesbury,Aberystwyth,1575-12-31,36,Edward,Barstone,merchant,Gloucester,burthen 10 ton merchant = merchant of gloucester,,,71,8,wey,brasei hordei,,0,
37,1129/15,3,,9,OUT,0,15751231,0,0,,Nicholas,Tewkesbury,10,John,Bushoppe,Tewkesbury,Carmarthen,1575-12-31,37,John,Butler,gentleman,Tewkesbury,burthen 10 ton merchant = gentleman of tewkesbury,,,72,7,wey,brasei hordei,,0,
37,1129/15,3,,9,OUT,0,15751231,0,0,,Nicholas,Tewkesbury,10,John,Bushoppe,Tewkesbury,Carmarthen,1575-12-31,37,John,Butler,gentleman,Tewkesbury,burthen 10 ton merchant = gentleman of tewkesbury,,,73,3,wey,pisarum,,0,
38,1129/15,3,,10,OUT,0,15751231,0,0,,Peter,Tewkesbury,18,John,Hayle,Tewkesbury,Cardiff,1575-12-31,38,John,Butler,gentleman,Tewkesbury,burthen 18 ton merchant = gentleman of tewkesbury,,,74,18,wey,brasei hordei,,0,
38,1129/15,3,,10,OUT,0,15751231,0,0,,Peter,Tewkesbury,18,John,Hayle,Tewkesbury,Cardiff,1575-12-31,38,John,Butler,gentleman,Tewkesbury,burthen 18 ton merchant = gentleman of tewkesbury,,,75,20,barrel,cerussae,,0,
38,1129/15,3,,10,OUT,0,15751231,0,0,,Peter,Tewkesbury,18,John,Hayle,Tewkesbury,Cardiff,1575-12-31,38,John,Butler,gentleman,Tewkesbury,burthen 18 ton merchant = gentleman of tewkesbury,,,76,1,ton,metheglin,,0,
39,1129/15,3,,11,OUT,0,15751231,0,0,,Cherubin,Tewkesbury,10,John,Davis,Tewkesbury,Caernarvon,1575-12-31,39,Edward,Barston,merchant,Tewkesbury,burthen 10 ton merchant = merchant of tewkesbury,,,77,8,wey,brasei hordei,,0,
40,1129/15,3,,12,OUT,0,15751231,0,0,,Peter,Upton,12,John,Bewes,Gloucester,Cardiff,1575-12-31,40,Guy,Dicke,merchant,Upton,burthen 12 ton merchant = merchant of upton,,,78,6,wey,pisarum albarum,,0,
41,1129/15,3,,13,OUT,0,15751231,0,0,,Matthew,Tewkesbury,10,Thomas,Dower,Tewkesbury,Bristol,1575-12-31,41,Thomas,Dower,merchant,Tewkesbury,burthen 10 ton him = merchant to tewkesbury,,,79,10,wey,brasei hordei,,0,
42,1129/15,3,,14,OUT,0,15751231,0,0,,Margaret,Tewkesbury,14,John,Russell,Tewkesbury,Bristol,1575-12-31,42,John,Russell,merchant,Tewkesbury,burthen 14 ton him = merchant of tewkesbury,,,80,14,wey,brasei hordei,,0,
43,1129/15,3,,15,OUT,0,15751231,0,0,,Katharine,Newnham,8,Owen,Balden,Newnham,Padstow,1575-12-31,43,John,Glewe,merchant,Newnham,burthen 8 ton merchant = merchant of newnham,,,81,3,wey,pisarum,,0,
44,1129/15,3,,16,OUT,0,15760102,0,0,,Alice,Tewkesbury,7,Thomas,Hobbes,Tewkesbury,Haverfordwest,1576-01-02,44,Thomas,Hobbes,merchant,Tewkesbury,burthen 7 ton him = merchant of tewkesbury,,,82,4,wey,brasei hordei,,0,
45,1129/15,3,,17,OUT,0,15760103,0,0,,Peter,Tewkesbury,16,Richard,Mayos,Tewkesbury,?,1576-01-03,45,Richard,Mayos,merchant,Turlie Gloucs,burthen 16 ton him = merchant of turlie in the county of gloucester,,,83,12,wey,pisarum albarum,,0,
46,1129/15,3,,18,OUT,0,15760103,0,0,,Toby,Newnham,18,John,Wathen,Gloucester,Caernarvon,1576-01-03,46,Thomas,Hassard,merchant,Gloucester,burthen 18 ton merchant = merchant of gloucester,,,84,18,wey,brasei hordei,,0,
47,1129/15,3,,19,OUT,0,15760107,0,0,,John,Tewkesbury,16,John,Shale,Tewkesbury,Bristol,1576-01-07,47,John,Shale,merchant,Tewkesbury,burthen 16 ton him = merchant of tewkesbury,,,85,10,wey,brasei hordei,,0,
47,1129/15,3,,19,OUT,0,15760107,0,0,,John,Tewkesbury,16,John,Shale,Tewkesbury,Bristol,1576-01-07,47,John,Shale,merchant,Tewkesbury,burthen 16 ton him = merchant of tewkesbury,,,86,4,wey,pisarum,,0,
48,1129/15,3,,20,OUT,0,15760112,0,0,,George,Gloucester,20,Thomas,Pewcott,Gloucester,Caernarvon,1576-01-12,48,Thomas,Pewcott,merchant,Gloucester,burthen 20 ton him = merchant of gloucester,,,87,18,wey,brasei hordei,,0,
49,1129/15,3,,21,OUT,0,15760113,0,0,,Peter,Gatcombe,15,Henry,Myllington,Tewkesbury,Padstow,1576-01-13,49,Edward,Barston,merchant,,burthen 15 ton merchant = merchant of xxx,,,88,13,wey,pisarum,,0,
50,1129/15,3,,22,OUT,0,15760116,0,0,,?,Minsterworth,,Richard,Hiette,Gloucester,?,1576-01-16,50,Richard,Hiette,merchant,,burthen xxx ton mer = mer of xxx,,,89,10,wey,pisarum,,0,
51,1129/15,3,,23,OUT,0,15760117,0,0,,Edward,Bristol,24,William,Owen,Tewkesbury,Penzance,1576-01-17,51,Robert,Goughe,merchant,Lydney,burthen 24 ton merchant = merchant of lydney,,,90,8,wey,tritici,,0,
51,1129/15,3,,23,OUT,0,15760117,0,0,,Edward,Bristol,24,William,Owen,Tewkesbury,Penzance,1576-01-17,51,Robert,Goughe,merchant,Lydney,burthen 24 ton merchant = merchant of lydney,,,91,5,wey,pisarum,,0,
51,1129/15,3,,23,OUT,0,15760117,0,0,,Edward,Bristol,24,William,Owen,Tewkesbury,Penzance,1576-01-17,51,Robert,Goughe,merchant,Lydney,burthen 24 ton merchant = merchant of lydney,,,92,4,wey,fabarum,,0,
52,1129/15,3,,24,OUT,0,15760117,0,0,,Elizabeth,Gloucester,14,William,Tiler,Gloucester,Bristol,1576-01-17,52,Julian,Hoddie,brewer,Bristol,burthen 14 ton merchant = brewer of bristol,,,93,9,wey,brasei hordei,,0,
53,1129/15,3,,25,OUT,0,15760117,0,0,,Mary Fortune,Bristol,15,John,Hale,Tewkesbury,Bristol,1576-01-17,53,William,Johnsons,merchant,Tewkesbury,burthen 15 ton merchant = merchant of tewkesbury,,,94,8,wey,tritici,,0,
53,1129/15,3,,25,OUT,0,15760117,0,0,,Mary Fortune,Bristol,15,John,Hale,Tewkesbury,Bristol,1576-01-17,53,William,Johnsons,merchant,Tewkesbury,burthen 15 ton merchant = merchant of tewkesbury,,,95,3,wey,pisarum,,0,
54,1129/15,3,,26,OUT,0,15760119,0,0,,Margaret,Gloucester,8,Morris,Rees,Gloucester,Cardiff,1576-01-19,54,Henry,Horne,merchant,Gloucester,burthen 8 ton merchant = merchant of gloucester,,,96,8,wey,brasei hordei,,0,
55,1129/15,3,,27,OUT,0,15760120,0,0,,---,---,,---,---,Awre,Bristol,1576-01-20,55,Christopher,Dowle,tanner,Newland Gloucs,merchant = tanner of newland (gloucs) some barge or trow,,,97,50,dozen,calf skins,,0,
56,1129/15,3,,28,OUT,0,15760123,0,0,,Nicholas,Westbury,18,Thomas,Norris,Newnham,Padstow,1576-01-23,56,Nicholas,Willis,merchant,Westbury,burthen 18 ton merchant = mmerchant of westbury,,,98,6,wey,pisarum,,0,
57,1129/15,3,,29,OUT,0,15760125,0,0,,Mayflower,Tewkesbury,7,Richard,Williams,Tewkesbury,Bideford,1576-01-25,57,Richard,Williams,merchant,Bideford,burthen 7 ton him = merchant of bideford,,,99,4,wey,pisarum,,0,
58,1129/15,3,,30,OUT,0,15760126,0,0,,Peter,Framilode,14,Thomas,Swanley,Gloucester,Padstow,1576-01-26,58,Henry,Horne,merchant,Gloucester,burthen 14 ton merchant = merchant of gloucester,,,100,2,wey,brasei hordei,,0,
58,1129/15,3,,30,OUT,0,15760126,0,0,,Peter,Framilode,14,Thomas,Swanley,Gloucester,Padstow,1576-01-26,58,Henry,Horne,merchant,Gloucester,burthen 14 ton merchant = merchant of gloucester,,,101,4,wey,pisarum,,0,
59,1129/15,3,,31,OUT,0,15760126,0,0,,Clement,Minsterworth,12,Gabriel,Kinge,Minsterworth,Padstow,1576-01-26,59,William,Grasinge,merchant,Minsterworth,burthen 12 ton merchant = merchant of minsterworth,,,102,2,wey,pisarum albarum,,0,
60,1129/15,3,,32,OUT,0,15760128,0,0,,Clement,Newnham,13,Thomas,Shaparde,Gloucester,Newport,1576-01-28,60,Thomas,Franckombe,merchant,Gloucester,burthen 13 ton merchant = merchant of gloucester,,,103,7,wey,tritici,,0,
60,1129/15,3,,32,OUT,0,15760128,0,0,,Clement,Newnham,13,Thomas,Shaparde,Gloucester,Newport,1576-01-28,60,Thomas,Franckombe,merchant,Gloucester,burthen 13 ton merchant = merchant of gloucester,,,104,25,dozen,northern cloth,2 fardle,0,
61,1129/15,3,,33,OUT,0,15760129,0,0,,George,Tewkesbury,16,Robert,Tailor,Tewkesbury,Newport,1576-01-29,61,William,Phillipps,baker,Newport,burthen 16 ton merchant = baker of newport,,,105,12,wey,tritici,,0,
61,1129/15,3,,33,OUT,0,15760129,0,0,,George,Tewkesbury,16,Robert,Tailor,Tewkesbury,Newport,1576-01-29,61,William,Phillipps,baker,Newport,burthen 16 ton merchant = baker of newport,,,106,4,wey,brasei hordei,,0,
62,1129/15,3,,34,OUT,0,15760130,0,0,,George,Gloucester,16,Thomas,Whopper,Gloucester,Padstow,1576-01-30,62,John,Smithe,merchant,Hinton Gloucs,burthen 16 ton merchant = merchant of hinton (gloucs),,,107,6,wey,pisarum,,0,
63,1129/15,3,,35,OUT,0,15760130,0,0,,Matthew,Minsterworth,8,Richard,Glewe,Gloucester,Cardiff,1576-01-30,63,William,Rone,baker,Gloucester,burthen 8 ton merchant = baker of gloucester,,,108,8,wey,brasei hordei,,0,
