voyage_id,voyage_reference,voyage_folio,voyage_rectoverso,voyage_seq,voyage_i_o,voyage_certcoq,voyage_date,voyage_serial,voyage_date_other,voyage_duty,voyage_vessel_name,voyage_vessel_home,voyage_vessel_burthen,voyage_master_forename,voyage_master_surname,voyage_from,voyage_to,voyage_date_iso,cargo_id,cargo_merchant_forename,cargo_merchant_surname,cargo_merchant_occupation,cargo_merchant_abode,cargo_miscellanea,cargo_marginalia,cargo_tonnage,good_id,good_qty,good_measure,good_commodity,good_description,n_clips,clip_image_filenames
32089,1263/10,4,,4,OUT,0,17330305,0,0,,Endeavour,---,,George,Clarke,Gloucester,Bristol,1733-03-05,32089,George,Clarke,,,him,,,186912,2478,bushel,white salt,,0,
32089,1263/10,4,,4,OUT,0,17330305,0,0,,Endeavour,---,,George,Clarke,Gloucester,Bristol,1733-03-05,32089,George,Clarke,,,him,,,186913,2,gallon,white salt,,0,
32089,1263/10,4,,4,OUT,0,17330305,0,0,,Endeavour,---,,George,Clarke,Gloucester,Bristol,1733-03-05,32089,George,Clarke,,,him,,,186914,10,bag,clover seed,,0,
32089,1263/10,4,,4,OUT,0,17330305,0,0,,Endeavour,---,,George,Clarke,Gloucester,Bristol,1733-03-05,32089,George,Clarke,,,him,,,186915,4,pocket,hops,,0,
32090,1263/10,4,,5,OUT,0,17330306,0,0,,William and Dorothy,---,,Charles,Crump,Gloucester,Bridgwater,1733-03-06,32090,Benjamin,Beale,,,wool 04/06,,17.0,186916,530,bushel,wheat,,0,
32090,1263/10,4,,5,OUT,0,17330306,0,0,,William and Dorothy,---,,Charles,Crump,Gloucester,Bridgwater,1733-03-06,32090,Benjamin,Beale,,,wool 04/06,,17.0,186917,50,crate,earthenware,,0,
32090,1263/10,4,,5,OUT,0,17330306,0,0,,William and Dorothy,---,,Charles,Crump,Gloucester,Bridgwater,1733-03-06,32090,Benjamin,Beale,,,wool 04/06,,17.0,186918,1,ton,timberstuff,,0,
32090,1263/10,4,,5,OUT,0,17330306,0,0,,William and Dorothy,---,,Charles,Crump,Gloucester,Bridgwater,1733-03-06,32091,Benjamin,Beale,,,rest 04/05,part,,186919,157,cwt,english wool,8 pack,0,
32090,1263/10,4,,5,OUT,0,17330306,0,0,,William and Dorothy,---,,Charles,Crump,Gloucester,Bridgwater,1733-03-06,32091,Benjamin,Beale,,,rest 04/05,part,,186920,2,quarter,english wool,part of above,0,
32090,1263/10,4,,5,OUT,0,17330306,0,0,,William and Dorothy,---,,Charles,Crump,Gloucester,Bridgwater,1733-03-06,32091,Benjamin,Beale,,,rest 04/05,part,,186921,30,lb,english wool,part of above,0,
32092,1263/10,4,,7,OUT,0,17330307,0,0,,Providence,---,,Samuel,Pitt,Gloucester,Bristol,1733-03-07,32092,Graffin,Prankard,,,,,,186922,1197,bushel,white salt,,0,
32092,1263/10,4,,7,OUT,0,17330307,0,0,,Providence,---,,Samuel,Pitt,Gloucester,Bristol,1733-03-07,32092,Graffin,Prankard,,,,,,186923,1,gallon,white salt,,0,
32092,1263/10,4,,7,OUT,0,17330307,0,0,,Providence,---,,Samuel,Pitt,Gloucester,Bristol,1733-03-07,32092,Graffin,Prankard,,,,,,186924,6,bag,clover seed,,0,
32093,1263/10,4,,8,OUT,0,17330307,0,0,,John and Elizabeth,---,,Thomas,Weston,Gloucester,Bristol,1733-03-07,32093,Thomas,Steward,,,,,,186925,18,ton,pot clay,,0,
32093,1263/10,4,,8,OUT,0,17330307,0,0,,John and Elizabeth,---,,Thomas,Weston,Gloucester,Bristol,1733-03-07,32093,Thomas,Steward,,,,,,186926,500,of,clay bricks,,0,
32093,1263/10,4,,8,OUT,0,17330307,0,0,,John and Elizabeth,---,,Thomas,Weston,Gloucester,Bristol,1733-03-07,32093,Thomas,Steward,,,,,,186927,15,ton,ironware,,0,
32093,1263/10,4,,8,OUT,0,17330307,0,0,,John and Elizabeth,---,,Thomas,Weston,Gloucester,Bristol,1733-03-07,32093,Thomas,Steward,,,,,,186928,30,case + crib + crate,glass + glasses,,0,
32093,1263/10,4,,8,OUT,0,17330307,0,0,,John and Elizabeth,---,,Thomas,Weston,Gloucester,Bristol,1733-03-07,32093,Thomas,Steward,,,,,,186929,6,pack + fodge,thread + manchester goods,,0,
32093,1263/10,4,,8,OUT,0,17330307,0,0,,John and Elizabeth,---,,Thomas,Weston,Gloucester,Bristol,1733-03-07,32093,Thomas,Steward,,,,,,186930,20,ream,paper,,0,
32093,1263/10,4,,8,OUT,0,17330307,0,0,,John and Elizabeth,---,,Thomas,Weston,Gloucester,Bristol,1733-03-07,32093,Thomas,Steward,,,,,,186931,50,cwt,tanned leather,,0,
32093,1263/10,4,,8,OUT,0,17330307,0,0,,John and Elizabeth,---,,Thomas,Weston,Gloucester,Bristol,1733-03-07,32093,Thomas,Steward,,,,,,186932,1,ton,timberstuff,,0,
32093,1263/10,4,,8,OUT,0,17330307,0,0,,John and Elizabeth,---,,Thomas,Weston,Gloucester,Bristol,1733-03-07,32093,Thomas,Steward,,,,,,186933,10,bag,wick yarn,,0,
32093,1263/10,4,,8,OUT,0,17330307,0,0,,John and Elizabeth,---,,Thomas,Weston,Gloucester,Bristol,1733-03-07,32093,Thomas,Steward,,,,,,186934,8,bag,clover seed,,0,
32093,1263/10,4,,8,OUT,0,17330307,0,0,,John and Elizabeth,---,,Thomas,Weston,Gloucester,Bristol,1733-03-07,32093,Thomas,Steward,,,,,,186935,2,box + trunk,wearing apparel,,0,
32094,1263/10,4,,9,OUT,0,17330307,0,0,,Monmouth,---,,William,Coldrick,Gloucester,Bristol,1733-03-07,32094,John,Beale,,,,,,186936,24,ton,pot clay,30 hhd,0,
32094,1263/10,4,,9,OUT,0,17330307,0,0,,Monmouth,---,,William,Coldrick,Gloucester,Bristol,1733-03-07,32094,John,Beale,,,,,,186937,8,cwt,pot clay,part of above,0,
32094,1263/10,4,,9,OUT,0,17330307,0,0,,Monmouth,---,,William,Coldrick,Gloucester,Bristol,1733-03-07,32094,John,Beale,,,,,,186938,10,ton,iron + iron goods,,0,
32094,1263/10,4,,9,OUT,0,17330307,0,0,,Monmouth,---,,William,Coldrick,Gloucester,Bristol,1733-03-07,32094,John,Beale,,,,,,186939,10,cwt,tanned leather,,0,
32094,1263/10,4,,9,OUT,0,17330307,0,0,,Monmouth,---,,William,Coldrick,Gloucester,Bristol,1733-03-07,32094,John,Beale,,,,,,186940,10,case,glass,,0,
32094,1263/10,4,,9,OUT,0,17330307,0,0,,Monmouth,---,,William,Coldrick,Gloucester,Bristol,1733-03-07,32094,John,Beale,,,,,,186941,40,crib,glass,,0,
32094,1263/10,4,,9,OUT,0,17330307,0,0,,Monmouth,---,,William,Coldrick,Gloucester,Bristol,1733-03-07,32094,John,Beale,,,,,,186942,8,bag,clover seed,,0,
32094,1263/10,4,,9,OUT,0,17330307,0,0,,Monmouth,---,,William,Coldrick,Gloucester,Bristol,1733-03-07,32094,John,Beale,,,,,,186943,80,ream,paper,,0,
32094,1263/10,4,,9,OUT,0,17330307,0,0,,Monmouth,---,,William,Coldrick,Gloucester,Bristol,1733-03-07,32094,John,Beale,,,,,,186944,3,pack + truss,thread + manchester goods,,0,
32094,1263/10,4,,9,OUT,0,17330307,0,0,,Monmouth,---,,William,Coldrick,Gloucester,Bristol,1733-03-07,32094,John,Beale,,,,,,186945,4,bag,timberstuff,,0,
32094,1263/10,4,,9,OUT,0,17330307,0,0,,Monmouth,---,,William,Coldrick,Gloucester,Bristol,1733-03-07,32094,John,Beale,,,,,,186946,1,hogshead,cider,,0,
32094,1263/10,4,,9,OUT,0,17330307,0,0,,Monmouth,---,,William,Coldrick,Gloucester,Bristol,1733-03-07,32094,John,Beale,,,,,,186947,2,dozen,bags,,0,
32095,1263/10,4,,10,OUT,0,17330307,0,0,,Betty,---,,John,Grainger,Gloucester,Chepstow,1733-03-07,32095,William,Bullock,,,,,38.7,186948,1152,bushel,wheat,,0,
32095,1263/10,4,,10,OUT,0,17330307,0,0,,Betty,---,,John,Grainger,Gloucester,Chepstow,1733-03-07,32095,William,Bullock,,,,,38.7,186949,80,bushel,barley,,0,
32095,1263/10,4,,10,OUT,0,17330307,0,0,,Betty,---,,John,Grainger,Gloucester,Chepstow,1733-03-07,32095,William,Bullock,,,,,38.7,186950,7,bag,hops,,0,
32095,1263/10,4,,10,OUT,0,17330307,0,0,,Betty,---,,John,Grainger,Gloucester,Chepstow,1733-03-07,32095,William,Bullock,,,,,38.7,186951,4,box,candles,,0,
32096,1263/10,4,,11,OUT,0,17330308,0,0,,Samuel,---,,Thomas,Jefferis,Gloucester,Minehead,1733-03-08,32096,Thomas,Beale,,,,,,186952,2419,bushel,white salt,,0,
32096,1263/10,4,,11,OUT,0,17330308,0,0,,Samuel,---,,Thomas,Jefferis,Gloucester,Minehead,1733-03-08,32096,Thomas,Beale,,,,,,186953,7,gallon,white salt,,0,
32096,1263/10,4,,11,OUT,0,17330308,0,0,,Samuel,---,,Thomas,Jefferis,Gloucester,Minehead,1733-03-08,32096,Thomas,Beale,,,,,,186954,4,dozen,chairs,,0,
32097,1263/10,4,,12,OUT,0,17330315,0,0,,Mary,---,,Thomas,Cullis,Gloucester,Bristol,1733-03-15,32097,George,Bradley,,,,,,186955,1198,bushel,white salt,,0,
32097,1263/10,4,,12,OUT,0,17330315,0,0,,Mary,---,,Thomas,Cullis,Gloucester,Bristol,1733-03-15,32097,George,Bradley,,,,,,186956,7,gallon,white salt,,0,
32097,1263/10,4,,12,OUT,0,17330315,0,0,,Mary,---,,Thomas,Cullis,Gloucester,Bristol,1733-03-15,32097,George,Bradley,,,,,,186957,14,bag,hops,,0,
32097,1263/10,4,,12,OUT,0,17330315,0,0,,Mary,---,,Thomas,Cullis,Gloucester,Bristol,1733-03-15,32097,George,Bradley,,,,,,186958,10,ton,lead,,0,
32097,1263/10,4,,12,OUT,0,17330315,0,0,,Mary,---,,Thomas,Cullis,Gloucester,Bristol,1733-03-15,32097,George,Bradley,,,,,,186959,7,hogshead,tobacco,,0,
32097,1263/10,4,,12,OUT,0,17330315,0,0,,Mary,---,,Thomas,Cullis,Gloucester,Bristol,1733-03-15,32097,George,Bradley,,,,,,186960,10,bag,nails,,0,
32097,1263/10,4,,12,OUT,0,17330315,0,0,,Mary,---,,Thomas,Cullis,Gloucester,Bristol,1733-03-15,32097,George,Bradley,,,,,,186961,4,hogshead,cider,,0,
32098,1263/10,4,,13,OUT,0,17330317,0,0,,Elizabeth,---,,William,Hayles,Gloucester,Chepstow,1733-03-17,32098,Edward,Phillips,,,,,0.5,186962,1010,bushel,white salt,,0,
32098,1263/10,4,,13,OUT,0,17330317,0,0,,Elizabeth,---,,William,Hayles,Gloucester,Chepstow,1733-03-17,32098,Edward,Phillips,,,,,0.5,186963,30,bushel,malt,,0,
32098,1263/10,4,,13,OUT,0,17330317,0,0,,Elizabeth,---,,William,Hayles,Gloucester,Chepstow,1733-03-17,32098,Edward,Phillips,,,,,0.5,186964,40,bushel,peas,,0,
32099,1263/10,4,,14,OUT,0,17330317,0,0,,Blessing,---,,William,Moxley,Gloucester,Chepstow,1733-03-17,32099,George,Lewis,,,,,,186965,1140,bushel,white salt,,0,
32099,1263/10,4,,14,OUT,0,17330317,0,0,,Blessing,---,,William,Moxley,Gloucester,Chepstow,1733-03-17,32099,George,Lewis,,,,,,186966,5,gallon,white salt,,0,
32099,1263/10,4,,14,OUT,0,17330317,0,0,,Blessing,---,,William,Moxley,Gloucester,Chepstow,1733-03-17,32099,George,Lewis,,,,,,186967,8,bag,clover seed,,0,
32099,1263/10,4,,14,OUT,0,17330317,0,0,,Blessing,---,,William,Moxley,Gloucester,Chepstow,1733-03-17,32099,George,Lewis,,,,,,186968,1,ton,forge hammers,,0,
32099,1263/10,4,,14,OUT,0,17330317,0,0,,Blessing,---,,William,Moxley,Gloucester,Chepstow,1733-03-17,32099,George,Lewis,,,,,,186969,6,hogshead,flax seed,,0,
32100,1263/10,4,,15,OUT,0,17330317,0,0,,Rising Sun,---,,Joseph,Gloster,Gloucester,Bristol,1733-03-17,32100,George,Bradley,,,,,,186970,2226,bushel,white salt,,0,
32100,1263/10,4,,15,OUT,0,17330317,0,0,,Rising Sun,---,,Joseph,Gloster,Gloucester,Bristol,1733-03-17,32100,George,Bradley,,,,,,186971,7,gallon,white salt,,0,
32100,1263/10,4,,15,OUT,0,17330317,0,0,,Rising Sun,---,,Joseph,Gloster,Gloucester,Bristol,1733-03-17,32100,George,Bradley,,,,,,186972,6,bag,clover seed,,0,
32100,1263/10,4,,15,OUT,0,17330317,0,0,,Rising Sun,---,,Joseph,Gloster,Gloucester,Bristol,1733-03-17,32100,George,Bradley,,,,,,186973,2,hogshead,pelts,,0,
32100,1263/10,4,,15,OUT,0,17330317,0,0,,Rising Sun,---,,Joseph,Gloster,Gloucester,Bristol,1733-03-17,32100,George,Bradley,,,,,,186974,4,of,empty boxes,,0,
32100,1263/10,4,,15,OUT,0,17330317,0,0,,Rising Sun,---,,Joseph,Gloster,Gloucester,Bristol,1733-03-17,32100,George,Bradley,,,,,,186975,15,bundle,calf skins,,0,
32100,1263/10,4,,15,OUT,0,17330317,0,0,,Rising Sun,---,,Joseph,Gloster,Gloucester,Bristol,1733-03-17,32100,George,Bradley,,,,,,186976,1,bag,patten woods,,0,
32100,1263/10,4,,15,OUT,0,17330317,0,0,,Rising Sun,---,,Joseph,Gloster,Gloucester,Bristol,1733-03-17,32100,George,Bradley,,,,,,186977,1,flitch,bacon,,0,
32100,1263/10,4,,15,OUT,0,17330317,0,0,,Rising Sun,---,,Joseph,Gloster,Gloucester,Bristol,1733-03-17,32100,George,Bradley,,,,,,186978,2,of,hams of bacon,,0,
32100,1263/10,4,,15,OUT,0,17330317,0,0,,Rising Sun,---,,Joseph,Gloster,Gloucester,Bristol,1733-03-17,32100,George,Bradley,,,,,,186979,25,ton,lead,,0,
32100,1263/10,4,,15,OUT,0,17330317,0,0,,Rising Sun,---,,Joseph,Gloster,Gloucester,Bristol,1733-03-17,32100,George,Bradley,,,,,,186980,10,bag,hops,,0,
32101,1263/10,4,,16,OUT,0,17330317,0,0,,William,---,,William,Smith,Gloucester,Bristol,1733-03-17,32101,William,Smith,,,him,,,186981,20,ton,pot clay,,0,
32101,1263/10,4,,16,OUT,0,17330317,0,0,,William,---,,William,Smith,Gloucester,Bristol,1733-03-17,32101,William,Smith,,,him,,,186982,15,ton,timber,,0,
32101,1263/10,4,,16,OUT,0,17330317,0,0,,William,---,,William,Smith,Gloucester,Bristol,1733-03-17,32101,William,Smith,,,him,,,186983,22,bag,rye grass seed,,0,
32101,1263/10,4,,16,OUT,0,17330317,0,0,,William,---,,William,Smith,Gloucester,Bristol,1733-03-17,32101,William,Smith,,,him,,,186984,1,bag,clover seed,,0,
32101,1263/10,4,,16,OUT,0,17330317,0,0,,William,---,,William,Smith,Gloucester,Bristol,1733-03-17,32101,William,Smith,,,him,,,186985,4,bag,hops,,0,
32102,1263/10,4,,17,OUT,0,17330319,0,0,,Richard,---,,Samuel,Bird,Gloucester,Bristol,1733-03-19,32102,Edward,Jackson,,,,,,186986,1303,bushel,white salt,,0,
32102,1263/10,4,,17,OUT,0,17330319,0,0,,Richard,---,,Samuel,Bird,Gloucester,Bristol,1733-03-19,32102,Edward,Jackson,,,,,,186987,6,gallon,white salt,,0,
32102,1263/10,4,,17,OUT,0,17330319,0,0,,Richard,---,,Samuel,Bird,Gloucester,Bristol,1733-03-19,32102,Edward,Jackson,,,,,,186988,2,hogshead,cider,,0,
32102,1263/10,4,,17,OUT,0,17330319,0,0,,Richard,---,,Samuel,Bird,Gloucester,Bristol,1733-03-19,32102,Edward,Jackson,,,,,,186989,8,half hogshead,cider,,0,
32102,1263/10,4,,17,OUT,0,17330319,0,0,,Richard,---,,Samuel,Bird,Gloucester,Bristol,1733-03-19,32102,Edward,Jackson,,,,,,186990,1,hogshead,vinegar,,0,
32102,1263/10,4,,17,OUT,0,17330319,0,0,,Richard,---,,Samuel,Bird,Gloucester,Bristol,1733-03-19,32102,Edward,Jackson,,,,,,186991,35,bag,hops,,0,
32102,1263/10,4,,17,OUT,0,17330319,0,0,,Richard,---,,Samuel,Bird,Gloucester,Bristol,1733-03-19,32102,Edward,Jackson,,,,,,186992,1,hogshead,spirits,,0,
32102,1263/10,4,,17,OUT,0,17330319,0,0,,Richard,---,,Samuel,Bird,Gloucester,Bristol,1733-03-19,32102,Edward,Jackson,,,,,,186993,2,hogshead,leather,,0,
32103,1263/10,4,,18,OUT,0,17330321,0,0,,Penelope,---,,Richard,Clarke,Gloucester,Bristol,1733-03-21,32103,Humphrey,Batchelor,,,,,,186994,48,ton,pot clay,,0,
32103,1263/10,4,,18,OUT,0,17330321,0,0,,Penelope,---,,Richard,Clarke,Gloucester,Bristol,1733-03-21,32103,Humphrey,Batchelor,,,,,,186995,20,crib,glass,,0,
32103,1263/10,4,,18,OUT,0,17330321,0,0,,Penelope,---,,Richard,Clarke,Gloucester,Bristol,1733-03-21,32103,Humphrey,Batchelor,,,,,,186996,25,cord,arlewood,,0,
32104,1263/10,4,,19,OUT,0,17330321,0,0,,Endeavour,---,,John,Coldrick,Gloucester,Bristol,1733-03-21,32104,Thomas,Steward,,,,,,186997,10,ton,pot clay,,0,
32104,1263/10,4,,19,OUT,0,17330321,0,0,,Endeavour,---,,John,Coldrick,Gloucester,Bristol,1733-03-21,32104,Thomas,Steward,,,,,,186998,16,ton,ironware,,0,
32104,1263/10,4,,19,OUT,0,17330321,0,0,,Endeavour,---,,John,Coldrick,Gloucester,Bristol,1733-03-21,32104,Thomas,Steward,,,,,,186999,2,bag,malt,,0,
32104,1263/10,4,,19,OUT,0,17330321,0,0,,Endeavour,---,,John,Coldrick,Gloucester,Bristol,1733-03-21,32104,Thomas,Steward,,,,,,187000,40,ream,paper,,0,
32104,1263/10,4,,19,OUT,0,17330321,0,0,,Endeavour,---,,John,Coldrick,Gloucester,Bristol,1733-03-21,32104,Thomas,Steward,,,,,,187001,5,cwt,tanned leather,,0,
32104,1263/10,4,,19,OUT,0,17330321,0,0,,Endeavour,---,,John,Coldrick,Gloucester,Bristol,1733-03-21,32104,Thomas,Steward,,,,,,187002,13,box,hats,,0,
32104,1263/10,4,,19,OUT,0,17330321,0,0,,Endeavour,---,,John,Coldrick,Gloucester,Bristol,1733-03-21,32104,Thomas,Steward,,,,,,187003,7,dozen,bags,,0,
32104,1263/10,4,,19,OUT,0,17330321,0,0,,Endeavour,---,,John,Coldrick,Gloucester,Bristol,1733-03-21,32104,Thomas,Steward,,,,,,187004,2,box,candles,,0,
32104,1263/10,4,,19,OUT,0,17330321,0,0,,Endeavour,---,,John,Coldrick,Gloucester,Bristol,1733-03-21,32104,Thomas,Steward,,,,,,187005,22,crib,glass,,0,
32104,1263/10,4,,19,OUT,0,17330321,0,0,,Endeavour,---,,John,Coldrick,Gloucester,Bristol,1733-03-21,32104,Thomas,Steward,,,,,,187006,1,hogshead,bottled cider,,0,
32104,1263/10,4,,19,OUT,0,17330321,0,0,,Endeavour,---,,John,Coldrick,Gloucester,Bristol,1733-03-21,32104,Thomas,Steward,,,,,,187007,15,bag + pack,thread + wick yarn,,0,
32105,1263/10,5,,1,OUT,0,17330321,0,0,,William and Dorothy,---,,Charles,Crump,Gloucester,Bridgwater,1733-03-21,32105,Benjamin,Beale,,,wool 05/02,,,187008,749,bushel,white salt,,0,
32105,1263/10,5,,1,OUT,0,17330321,0,0,,William and Dorothy,---,,Charles,Crump,Gloucester,Bridgwater,1733-03-21,32105,Benjamin,Beale,,,wool 05/02,,,187009,6,gallon,white salt,,0,
32105,1263/10,5,,1,OUT,0,17330321,0,0,,William and Dorothy,---,,Charles,Crump,Gloucester,Bridgwater,1733-03-21,32105,Benjamin,Beale,,,wool 05/02,,,187010,30,pack,thread + manchester goods,,0,
32105,1263/10,5,,1,OUT,0,17330321,0,0,,William and Dorothy,---,,Charles,Crump,Gloucester,Bridgwater,1733-03-21,32105,Benjamin,Beale,,,wool 05/02,,,187011,6,ton,ironware,,0,
32105,1263/10,5,,1,OUT,0,17330321,0,0,,William and Dorothy,---,,Charles,Crump,Gloucester,Bridgwater,1733-03-21,32105,Benjamin,Beale,,,wool 05/02,,,187012,10,case,glass,,0,
32105,1263/10,5,,1,OUT,0,17330321,0,0,,William and Dorothy,---,,Charles,Crump,Gloucester,Bridgwater,1733-03-21,32105,Benjamin,Beale,,,wool 05/02,,,187013,2,ton,timberstuff,,0,
32105,1263/10,5,,1,OUT,0,17330321,0,0,,William and Dorothy,---,,Charles,Crump,Gloucester,Bridgwater,1733-03-21,32105,Benjamin,Beale,,,wool 05/02,,,187014,2,ton,coals,,0,
32105,1263/10,5,,1,OUT,0,17330321,0,0,,William and Dorothy,---,,Charles,Crump,Gloucester,Bridgwater,1733-03-21,32105,Benjamin,Beale,,,wool 05/02,,,187015,40,crate,earthenware,,0,
32105,1263/10,5,,1,OUT,0,17330321,0,0,,William and Dorothy,---,,Charles,Crump,Gloucester,Bridgwater,1733-03-21,32105,Benjamin,Beale,,,wool 05/02,,,187016,6,box,pins,,0,
32105,1263/10,5,,1,OUT,0,17330321,0,0,,William and Dorothy,---,,Charles,Crump,Gloucester,Bridgwater,1733-03-21,32105,Benjamin,Beale,,,wool 05/02,,,187017,2,truss,bacon,,0,
32105,1263/10,5,,1,OUT,0,17330321,0,0,,William and Dorothy,---,,Charles,Crump,Gloucester,Bridgwater,1733-03-21,32105,Benjamin,Beale,,,wool 05/02,,,187018,1,box,indigo,,0,
32105,1263/10,5,,1,OUT,0,17330321,0,0,,William and Dorothy,---,,Charles,Crump,Gloucester,Bridgwater,1733-03-21,32105,Benjamin,Beale,,,wool 05/02,,,187019,1,bag,hemp seed,,0,
32105,1263/10,5,,1,OUT,0,17330321,0,0,,William and Dorothy,---,,Charles,Crump,Gloucester,Bridgwater,1733-03-21,32106,Benjamin,Beale,,,rest 05/01,part,,187020,88,cwt,english wool,36 pack,0,
32105,1263/10,5,,1,OUT,0,17330321,0,0,,William and Dorothy,---,,Charles,Crump,Gloucester,Bridgwater,1733-03-21,32106,Benjamin,Beale,,,rest 05/01,part,,187021,0,quarter,english wool,part of above,0,
32105,1263/10,5,,1,OUT,0,17330321,0,0,,William and Dorothy,---,,Charles,Crump,Gloucester,Bridgwater,1733-03-21,32106,Benjamin,Beale,,,rest 05/01,part,,187022,18,lb,english wool,part of above,0,
32107,1263/10,5,,3,OUT,0,17330321,0,0,,Hopewell,---,,Benjamin,Clarke,Gloucester,Bristol,1733-03-21,32107,John,Beale,,,,,,187023,15,ton,pot clay,20 hhd,0,
32107,1263/10,5,,3,OUT,0,17330321,0,0,,Hopewell,---,,Benjamin,Clarke,Gloucester,Bristol,1733-03-21,32107,John,Beale,,,,,,187024,25,cwt,bricks,,0,
32107,1263/10,5,,3,OUT,0,17330321,0,0,,Hopewell,---,,Benjamin,Clarke,Gloucester,Bristol,1733-03-21,32107,John,Beale,,,,,,187025,2,crate,glasses,,0,
32107,1263/10,5,,3,OUT,0,17330321,0,0,,Hopewell,---,,Benjamin,Clarke,Gloucester,Bristol,1733-03-21,32107,John,Beale,,,,,,187026,25,ton,iron + ironware,,0,
32107,1263/10,5,,3,OUT,0,17330321,0,0,,Hopewell,---,,Benjamin,Clarke,Gloucester,Bristol,1733-03-21,32107,John,Beale,,,,,,187027,4,ton,timber + timberstuff,,0,
32107,1263/10,5,,3,OUT,0,17330321,0,0,,Hopewell,---,,Benjamin,Clarke,Gloucester,Bristol,1733-03-21,32107,John,Beale,,,,,,187028,50,pack + truss,thread + manchester goods,,0,
32107,1263/10,5,,3,OUT,0,17330321,0,0,,Hopewell,---,,Benjamin,Clarke,Gloucester,Bristol,1733-03-21,32107,John,Beale,,,,,,187029,2,ton,tanned leather,,0,
32107,1263/10,5,,3,OUT,0,17330321,0,0,,Hopewell,---,,Benjamin,Clarke,Gloucester,Bristol,1733-03-21,32107,John,Beale,,,,,,187030,3,pack,white leather,,0,
32107,1263/10,5,,3,OUT,0,17330321,0,0,,Hopewell,---,,Benjamin,Clarke,Gloucester,Bristol,1733-03-21,32107,John,Beale,,,,,,187031,4,dozen,bags,,0,
32107,1263/10,5,,3,OUT,0,17330321,0,0,,Hopewell,---,,Benjamin,Clarke,Gloucester,Bristol,1733-03-21,32107,John,Beale,,,,,,187032,8,pack,wick yarn,,0,
32107,1263/10,5,,3,OUT,0,17330321,0,0,,Hopewell,---,,Benjamin,Clarke,Gloucester,Bristol,1733-03-21,32107,John,Beale,,,,,,187033,1,truss,kidderminster stuff,,0,
32108,1263/10,5,,4,OUT,0,17330323,0,0,,Betty,---,,Francis,Oakes,Gloucester,Bristol,1733-03-23,32108,Graffin,Prankard,,,,,,187034,2048,bushel,white salt,,0,
32108,1263/10,5,,4,OUT,0,17330323,0,0,,Betty,---,,Francis,Oakes,Gloucester,Bristol,1733-03-23,32108,Graffin,Prankard,,,,,,187035,2,gallon,white salt,,0,
32108,1263/10,5,,4,OUT,0,17330323,0,0,,Betty,---,,Francis,Oakes,Gloucester,Bristol,1733-03-23,32108,Graffin,Prankard,,,,,,187036,1,parcel,household goods,,0,
32109,1263/10,5,,5,OUT,0,17330323,0,0,,Betty,---,,Charles,Corker,Gloucester,Bristol,1733-03-23,32109,Thomas,Steward,,,,,,187037,1220,bushel,white salt,,0,
32110,1263/10,5,,6,OUT,0,17330328,0,0,,James,---,,William,Morgan,Gloucester,Swansea,1733-03-28,32110,Francis,James,,,,,,187038,2214,bushel,white salt,,0,
32110,1263/10,5,,6,OUT,0,17330328,0,0,,James,---,,William,Morgan,Gloucester,Swansea,1733-03-28,32110,Francis,James,,,,,,187039,6,gallon,white salt,,0,
32110,1263/10,5,,6,OUT,0,17330328,0,0,,James,---,,William,Morgan,Gloucester,Swansea,1733-03-28,32110,Francis,James,,,,,,187040,3,ton,timberstuff,,0,
32110,1263/10,5,,6,OUT,0,17330328,0,0,,James,---,,William,Morgan,Gloucester,Swansea,1733-03-28,32110,Francis,James,,,,,,187041,0.5,ton,brass + tin ware,,0,
32110,1263/10,5,,6,OUT,0,17330328,0,0,,James,---,,William,Morgan,Gloucester,Swansea,1733-03-28,32110,Francis,James,,,,,,187042,2,basket,bottled cider,,0,
32111,1263/10,5,,7,OUT,0,17330331,0,0,,Duchess,---,,Thomas,Cullis,Gloucester,Chepstow,1733-03-31,32111,George,Bradley,,,,,,187043,2109,bushel,white salt,,0,
32111,1263/10,5,,7,OUT,0,17330331,0,0,,Duchess,---,,Thomas,Cullis,Gloucester,Chepstow,1733-03-31,32111,George,Bradley,,,,,,187044,6,gallon,white salt,,0,
32112,1263/10,5,,8,OUT,0,17330331,0,0,,Neptune,---,,Samuel,Bird,Gloucester,Bristol,1733-03-31,32112,Edward,Jackson,,,,,,187045,840,bushel,white salt,,0,
32112,1263/10,5,,8,OUT,0,17330331,0,0,,Neptune,---,,Samuel,Bird,Gloucester,Bristol,1733-03-31,32112,Edward,Jackson,,,,,,187046,8.5,hogshead,cider,,0,
32112,1263/10,5,,8,OUT,0,17330331,0,0,,Neptune,---,,Samuel,Bird,Gloucester,Bristol,1733-03-31,32112,Edward,Jackson,,,,,,187047,9,box,tin plates,,0,
32112,1263/10,5,,8,OUT,0,17330331,0,0,,Neptune,---,,Samuel,Bird,Gloucester,Bristol,1733-03-31,32112,Edward,Jackson,,,,,,187048,1,box,wearing apparel,,0,
32112,1263/10,5,,8,OUT,0,17330331,0,0,,Neptune,---,,Samuel,Bird,Gloucester,Bristol,1733-03-31,32112,Edward,Jackson,,,,,,187049,1,bundle,wire,,0,
32112,1263/10,5,,8,OUT,0,17330331,0,0,,Neptune,---,,Samuel,Bird,Gloucester,Bristol,1733-03-31,32112,Edward,Jackson,,,,,,187050,1,dozen,brass pans,,0,
