reference,clip_id,clip_voyage_id,clip_image_filename,clip_scale,clip_rotation,clip_translation_x,clip_translation_y,clip_clip_x1,clip_clip_y1,clip_clip_width,clip_clip_height,image_path,pixel_x,pixel_y,pixel_width,pixel_height
836/5,407,38243,E 190_836_5 Southampton 25 Dec 1692 - 24 Jun 1693 (8).JPG,0.7105191176,0.00,-583,-1058,271,357,1259,124,836_5/E 190_836_5 Southampton 25 Dec 1692 - 24 Jun 1693 (8).JPG,315.4,1326.6,1771.9,174.5
836/5,408,38244,E 190_836_5 Southampton 25 Dec 1692 - 24 Jun 1693 (8).JPG,0.8597281324,3.00,-272,-1897,345,354,1446,148,836_5/E 190_836_5 Southampton 25 Dec 1692 - 24 Jun 1693 (8).JPG,362.6,2352.0,1681.9,172.1
836/5,409,38245,E 190_836_5 Southampton 25 Dec 1692 - 24 Jun 1693 (8).JPG,0.8597281324,3.00,-283,-2027,345,354,1446,148,836_5/E 190_836_5 Southampton 25 Dec 1692 - 24 Jun 1693 (8).JPG,375.4,2503.2,1681.9,172.1
836/5,410,38246,E 190_836_5 Southampton 25 Dec 1692 - 24 Jun 1693 (8).JPG,0.8597281324,3.00,-1721,-622,401,118,1459,215,836_5/E 190_836_5 Southampton 25 Dec 1692 - 24 Jun 1693 (8).JPG,2113.2,594.5,1697.0,250.1
836/5,411,38247,E 190_836_5 Southampton 25 Dec 1692 - 24 Jun 1693 (8).JPG,0.8597281324,0.00,-1720,-1943,401,118,1454,183,836_5/E 190_836_5 Southampton 25 Dec 1692 - 24 Jun 1693 (8).JPG,2112.0,2131.0,1691.2,212.9
836/5,412,38248,E 190_836_5 Southampton 25 Dec 1692 - 24 Jun 1693 (9).JPG,0.7815710294,0.00,-344,-1463,369,361,1388,163,836_5/E 190_836_5 Southampton 25 Dec 1692 - 24 Jun 1693 (9).JPG,304.1,1877.7,1775.9,208.6
836/5,413,38249,E 190_836_5 Southampton 25 Dec 1692 - 24 Jun 1693 (9).JPG,0.7815710294,0.00,-352,-1591,369,361,1381,198,836_5/E 190_836_5 Southampton 25 Dec 1692 - 24 Jun 1693 (9).JPG,314.4,2041.4,1767.0,253.3
836/5,414,38250,E 190_836_5 Southampton 25 Dec 1692 - 24 Jun 1693 (9).JPG,0.7815710294,3.00,-1649,-1050,428,180,1418,128,836_5/E 190_836_5 Southampton 25 Dec 1692 - 24 Jun 1693 (9).JPG,2049.3,1117.7,1814.3,163.8
836/5,415,38251,E 190_836_5 Southampton 25 Dec 1692 - 24 Jun 1693 (9).JPG,0.7815710294,3.00,-1660,-1272,428,180,1418,128,836_5/E 190_836_5 Southampton 25 Dec 1692 - 24 Jun 1693 (9).JPG,2063.4,1401.7,1814.3,163.8
836/5,416,38252,E 190_836_5 Southampton 25 Dec 1692 - 24 Jun 1693 (10).JPG,0.7815710294,0.00,-383,-813,337,189,1372,191,836_5/E 190_836_5 Southampton 25 Dec 1692 - 24 Jun 1693 (10).JPG,313.1,825.9,1755.4,244.4
836/5,417,38253,E 190_836_5 Southampton 25 Dec 1692 - 24 Jun 1693 (10).JPG,0.7211905207,0.00,-391,-1530,414,346,1288,142,836_5/E 190_836_5 Southampton 25 Dec 1692 - 24 Jun 1693 (10).JPG,275.0,1970.3,1785.9,196.9
836/5,418,38254,E 190_836_5 Southampton 25 Dec 1692 - 24 Jun 1693 (11).JPG,0.5755204853,0.00,-754,-1574,332,409,1030,106,836_5/E 190_836_5 Southampton 25 Dec 1692 - 24 Jun 1693 (11).JPG,282.1,2241.9,1789.7,184.2
836/5,419,38255,E 190_836_5 Southampton 25 Dec 1692 - 24 Jun 1693 (11).JPG,0.5755204853,0.00,-1749,-763,332,409,1030,106,836_5/E 190_836_5 Southampton 25 Dec 1692 - 24 Jun 1693 (11).JPG,2010.9,832.7,1789.7,184.2
836/5,420,38256,E 190_836_5 Southampton 25 Dec 1692 - 24 Jun 1693 (11).JPG,0.5755204853,0.00,-1754,-856,332,409,1030,106,836_5/E 190_836_5 Southampton 25 Dec 1692 - 24 Jun 1693 (11).JPG,2019.6,994.3,1789.7,184.2
836/5,421,38257,E 190_836_5 Southampton 25 Dec 1692 - 24 Jun 1693 (12).JPG,0.7105191176,0.00,-655,-1458,188,452,1256,117,836_5/E 190_836_5 Southampton 25 Dec 1692 - 24 Jun 1693 (12).JPG,299.9,2023.3,1767.7,164.7
836/5,422,38258,E 190_836_5 Southampton 25 Dec 1692 - 24 Jun 1693 (12).JPG,0.7105191176,0.00,-664,-1560,188,452,1256,117,836_5/E 190_836_5 Southampton 25 Dec 1692 - 24 Jun 1693 (12).JPG,312.6,2166.8,1767.7,164.7
836/5,423,38259,E 190_836_5 Southampton 25 Dec 1692 - 24 Jun 1693 (12).JPG,0.7105191176,3.00,-1780,-878,318,260,1256,117,836_5/E 190_836_5 Southampton 25 Dec 1692 - 24 Jun 1693 (12).JPG,2066.2,936.7,1767.7,164.7
836/5,424,38260,E 190_836_5 Southampton 25 Dec 1692 - 24 Jun 1693 (12).JPG,0.7105191176,3.00,-1758,-1670,318,260,1256,117,836_5/E 190_836_5 Southampton 25 Dec 1692 - 24 Jun 1693 (12).JPG,2035.3,2051.4,1767.7,164.7
836/5,425,38261,E 190_836_5 Southampton 25 Dec 1692 - 24 Jun 1693 (13).JPG,0.7815710294,0.00,-538,-563,268,218,1266,197,836_5/E 190_836_5 Southampton 25 Dec 1692 - 24 Jun 1693 (13).JPG,423.1,543.2,1619.8,252.1
836/5,427,38264,E 190_836_5 Southampton 25 Dec 1692 - 24 Jun 1693 (20).JPG,0.7813084488,-177.00,-1719,-656,513,484,1372,303,836_5/E 190_836_5 Southampton 25 Dec 1692 - 24 Jun 1693 (20).JPG,2247.7,1002.3,1756.0,387.8
836/5,428,38265,E 190_836_5 Southampton 25 Dec 1692 - 24 Jun 1693 (20).JPG,0.7815710294,-180.00,-1865,-1542,353,425,1401,142,836_5/E 190_836_5 Southampton 25 Dec 1692 - 24 Jun 1693 (20).JPG,2229.7,2060.6,1792.5,181.7
836/5,426,38263,E 190_836_5 Southampton 25 Dec 1692 - 24 Jun 1693 (23).JPG,0.5841643218,-180.00,-654,-1164,468,552,1048,121,836_5/E 190_836_5 Southampton 25 Dec 1692 - 24 Jun 1693 (23).JPG,371.7,1775.8,1794.0,207.1
836/6,379,38215,E 190_836_6 Southampton 24 Jun 1692 - 25 Dec 1692 (3).JPG,0.7815710294,0.00,-503,-1262,262,323,1327,143,836_6/E 190_836_6 Southampton 24 Jun 1692 - 25 Dec 1692 (3).JPG,370.7,1571.9,1697.9,183.0
836/6,380,38216,E 190_836_6 Southampton 24 Jun 1692 - 25 Dec 1692 (4).JPG,0.5338235294,-3.00,-737,-863,421,230,925,151,836_6/E 190_836_6 Southampton 24 Jun 1692 - 25 Dec 1692 (4).JPG,269.0,622.3,1732.8,282.9
836/6,381,38217,E 190_836_6 Southampton 24 Jun 1692 - 25 Dec 1692 (5).JPG,0.6459264706,3.00,-660,-1271,357,425,1107,127,836_6/E 190_836_6 Southampton 24 Jun 1692 - 25 Dec 1692 (5).JPG,381.7,1731.1,1713.8,196.6
836/6,382,38218,E 190_836_6 Southampton 24 Jun 1692 - 25 Dec 1692 (9).JPG,0.6927727366,0.00,-1609,-1518,515,446,1205,111,836_6/E 190_836_6 Southampton 24 Jun 1692 - 25 Dec 1692 (9).JPG,2100.9,2111.2,1739.4,160.2
836/6,383,38219,E 190_836_6 Southampton 24 Jun 1692 - 25 Dec 1692 (10).JPG,0.7105191176,0.00,-548,-744,288,338,1270,141,836_6/E 190_836_6 Southampton 24 Jun 1692 - 25 Dec 1692 (10).JPG,290.1,857.9,1787.4,198.4
836/6,384,38220,E 190_836_6 Southampton 24 Jun 1692 - 25 Dec 1692 (13).JPG,0.5338235294,0.00,-1387,-1024,722,351,927,121,836_6/E 190_836_6 Southampton 24 Jun 1692 - 25 Dec 1692 (13).JPG,2050.5,1150.6,1736.5,226.7
836/6,385,38221,E 190_836_6 Southampton 24 Jun 1692 - 25 Dec 1692 (14).JPG,0.5872058824,0.00,-629,-1490,353,402,1087,110,836_6/E 190_836_6 Southampton 24 Jun 1692 - 25 Dec 1692 (14).JPG,142.6,2074.8,1851.1,187.3
836/6,386,38222,E 190_836_6 Southampton 24 Jun 1692 - 25 Dec 1692 (15).JPG,0.7284752734,0.00,-1622,-1148,421,508,1351,118,836_6/E 190_836_6 Southampton 24 Jun 1692 - 25 Dec 1692 (15).JPG,1993.4,1664.9,1854.6,162.0
836/6,387,38223,E 190_836_6 Southampton 24 Jun 1692 - 25 Dec 1692 (15).JPG,0.7284752734,-3.00,-1611,-1660,421,508,1351,118,836_6/E 190_836_6 Southampton 24 Jun 1692 - 25 Dec 1692 (15).JPG,1978.3,2367.8,1854.6,162.0
836/6,388,38224,E 190_836_6 Southampton 24 Jun 1692 - 25 Dec 1692 (16).JPG,0.6459264706,-3.00,-562,-683,313,384,1171,110,836_6/E 190_836_6 Southampton 24 Jun 1692 - 25 Dec 1692 (16).JPG,161.8,757.3,1812.9,170.3
836/6,389,38225,E 190_836_6 Southampton 24 Jun 1692 - 25 Dec 1692 (16).JPG,0.6459264706,-3.00,-468,-1508,405,380,1200,111,836_6/E 190_836_6 Southampton 24 Jun 1692 - 25 Dec 1692 (16).JPG,158.7,2028.3,1857.8,171.8
836/6,390,38226,E 190_836_6 Southampton 24 Jun 1692 - 25 Dec 1692 (16).JPG,0.6459264706,-3.00,-1576,-1755,507,555,1181,112,836_6/E 190_836_6 Southampton 24 Jun 1692 - 25 Dec 1692 (16).JPG,2032.0,2681.7,1828.4,173.4
836/6,391,38227,E 190_836_6 Southampton 24 Jun 1692 - 25 Dec 1692 (17).JPG,0.5872058824,-3.00,-644,-1073,355,449,1069,97,836_6/E 190_836_6 Southampton 24 Jun 1692 - 25 Dec 1692 (17).JPG,171.6,1444.7,1820.5,165.2
836/6,392,38228,E 190_836_6 Southampton 24 Jun 1692 - 25 Dec 1692 (17).JPG,0.5872058824,0.00,-1273,-968,779,204,1097,96,836_6/E 190_836_6 Southampton 24 Jun 1692 - 25 Dec 1692 (17).JPG,1964.8,848.6,1868.2,163.5
836/6,393,38229,E 190_836_6 Southampton 24 Jun 1692 - 25 Dec 1692 (18).JPG,0.5338235294,-3.00,-617,-936,506,286,953,121,836_6/E 190_836_6 Southampton 24 Jun 1692 - 25 Dec 1692 (18).JPG,203.4,864.0,1785.2,226.7
836/6,394,38230,E 190_836_6 Southampton 24 Jun 1692 - 25 Dec 1692 (18).JPG,0.5338235294,-3.00,-603,-1156,514,316,978,98,836_6/E 190_836_6 Southampton 24 Jun 1692 - 25 Dec 1692 (18).JPG,192.2,1332.3,1832.1,183.6
836/6,395,38231,E 190_836_6 Southampton 24 Jun 1692 - 25 Dec 1692 (18).JPG,0.5338235294,-3.00,-612,-1501,514,316,978,98,836_6/E 190_836_6 Southampton 24 Jun 1692 - 25 Dec 1692 (18).JPG,209.1,1978.6,1832.1,183.6
836/6,396,38232,E 190_836_6 Southampton 24 Jun 1692 - 25 Dec 1692 (18).JPG,0.5872058824,0.00,-1325,-985,742,274,1035,94,836_6/E 190_836_6 Southampton 24 Jun 1692 - 25 Dec 1692 (18).JPG,1990.4,996.8,1762.6,160.1
836/6,397,38233,E 190_836_6 Southampton 24 Jun 1692 - 25 Dec 1692 (19).JPG,0.6459264706,-3.00,-622,-951,337,450,1129,117,836_6/E 190_836_6 Southampton 24 Jun 1692 - 25 Dec 1692 (19).JPG,291.9,1274.4,1747.9,181.1
836/6,398,38234,E 190_836_6 Southampton 24 Jun 1692 - 25 Dec 1692 (19).JPG,0.6459264706,-3.00,-398,-1233,549,614,1148,100,836_6/E 190_836_6 Southampton 24 Jun 1692 - 25 Dec 1692 (19).JPG,273.3,1964.9,1777.3,154.8
836/6,399,38235,E 190_836_6 Southampton 24 Jun 1692 - 25 Dec 1692 (19).JPG,0.6459264706,0.00,-1455,-766,619,244,1170,112,836_6/E 190_836_6 Southampton 24 Jun 1692 - 25 Dec 1692 (19).JPG,2018.1,669.0,1811.4,173.4
836/6,400,38236,E 190_836_6 Southampton 24 Jun 1692 - 25 Dec 1692 (24).JPG,0.7105191176,-3.00,-1533,-1708,500,545,1224,136,836_6/E 190_836_6 Southampton 24 Jun 1692 - 25 Dec 1692 (24).JPG,1974.7,2506.0,1722.7,191.4
836/6,401,38237,E 190_836_6 Southampton 24 Jun 1692 - 25 Dec 1692 (25).JPG,0.7815710294,-180.00,-898,-1153,73,380,1342,198,836_6/E 190_836_6 Southampton 24 Jun 1692 - 25 Dec 1692 (25).JPG,634.2,1505.3,1717.1,253.3
836/7,494,38378,E 190_836_7 Southampton 25 Dec 1693 - 24 Jun 1694 (3).JPG,0.5960252237,0.00,-701,-1640,371,496,1056,100,836_7/E 190_836_7 Southampton 25 Dec 1693 - 24 Jun 1694 (3).JPG,323.7,2477.6,1771.7,167.8
836/7,495,38379,E 190_836_7 Southampton 25 Dec 1693 - 24 Jun 1694 (3).JPG,0.5960252237,0.00,-701,-1640,381,577,1050,134,836_7/E 190_836_7 Southampton 25 Dec 1693 - 24 Jun 1694 (3).JPG,340.5,2613.5,1761.7,224.8
836/7,496,38380,E 190_836_7 Southampton 25 Dec 1693 - 24 Jun 1694 (3).JPG,0.5960252237,3.00,-1485,-725,633,260,1085,148,836_7/E 190_836_7 Southampton 25 Dec 1693 - 24 Jun 1694 (3).JPG,2078.7,546.5,1820.4,248.3
836/7,497,38381,E 190_836_7 Southampton 25 Dec 1693 - 24 Jun 1694 (3).JPG,0.5960252237,3.00,-1484,-849,626,263,1088,102,836_7/E 190_836_7 Southampton 25 Dec 1693 - 24 Jun 1694 (3).JPG,2065.3,759.6,1825.4,171.1
836/7,498,38382,E 190_836_7 Southampton 25 Dec 1693 - 24 Jun 1694 (4).JPG,0.5872058824,0.00,-580,-1109,494,300,1032,119,836_7/E 190_836_7 Southampton 25 Dec 1693 - 24 Jun 1694 (4).JPG,299.3,1252.2,1757.5,202.7
836/7,499,38383,E 190_836_7 Southampton 25 Dec 1693 - 24 Jun 1694 (4).JPG,0.5872058824,0.00,-1491,-1278,600,258,1090,112,836_7/E 190_836_7 Southampton 25 Dec 1693 - 24 Jun 1694 (4).JPG,2031.2,1468.5,1856.2,190.7
836/7,500,38384,E 190_836_7 Southampton 25 Dec 1693 - 24 Jun 1694 (5).JPG,0.5872058824,0.00,-1491,-860,608,279,1062,105,836_7/E 190_836_7 Southampton 25 Dec 1693 - 24 Jun 1694 (5).JPG,2044.9,792.4,1808.6,178.8
836/7,501,38385,E 190_836_7 Southampton 25 Dec 1693 - 24 Jun 1694 (6).JPG,0.5872058824,0.00,-626,-1037,430,350,1054,126,836_7/E 190_836_7 Southampton 25 Dec 1693 - 24 Jun 1694 (6).JPG,268.7,1214.8,1794.9,214.6
836/7,502,38386,E 190_836_7 Southampton 25 Dec 1693 - 24 Jun 1694 (7).JPG,0.5872058824,0.00,-498,-1094,580,261,1035,94,836_7/E 190_836_7 Southampton 25 Dec 1693 - 24 Jun 1694 (7).JPG,306.1,1160.3,1762.6,160.1
836/7,503,38387,E 190_836_7 Southampton 25 Dec 1693 - 24 Jun 1694 (8).JPG,0.5872058824,0.00,-1522,-1652,598,405,1056,133,836_7/E 190_836_7 Southampton 25 Dec 1693 - 24 Jun 1694 (8).JPG,2080.6,2355.8,1798.3,226.5
836/7,504,38388,E 190_836_7 Southampton 25 Dec 1693 - 24 Jun 1694 (8).JPG,0.5872058824,0.00,-1522,-1652,596,503,1056,133,836_7/E 190_836_7 Southampton 25 Dec 1693 - 24 Jun 1694 (8).JPG,2077.2,2522.7,1798.3,226.5
836/7,505,38389,E 190_836_7 Southampton 25 Dec 1693 - 24 Jun 1694 (9).JPG,0.5338235294,0.00,-874,-1511,306,435,947,104,836_7/E 190_836_7 Southampton 25 Dec 1693 - 24 Jun 1694 (9).JPG,310.2,2220.2,1774.0,194.8
836/7,506,38390,E 190_836_7 Southampton 25 Dec 1693 - 24 Jun 1694 (12).JPG,0.4411764706,0.00,-1374,-1072,756,203,776,95,836_7/E 190_836_7 Southampton 25 Dec 1693 - 24 Jun 1694 (12).JPG,2071.7,822.8,1758.9,215.3
836/7,507,38391,E 190_836_7 Southampton 25 Dec 1693 - 24 Jun 1694 (14).JPG,0.5872058824,0.00,-1551,-713,555,267,1035,145,836_7/E 190_836_7 Southampton 25 Dec 1693 - 24 Jun 1694 (14).JPG,2056.8,521.7,1762.6,246.9
836/7,508,38392,E 190_836_7 Southampton 25 Dec 1693 - 24 Jun 1694 (19).JPG,0.7815710294,-3.00,-1665,-1157,422,317,1379,126,836_7/E 190_836_7 Southampton 25 Dec 1693 - 24 Jun 1694 (19).JPG,2062.1,1429.8,1764.4,161.2
836/7,509,38393,E 190_836_7 Southampton 25 Dec 1693 - 24 Jun 1694 (20).JPG,0.6459264706,0.00,-498,-1300,491,373,1135,137,836_7/E 190_836_7 Southampton 25 Dec 1693 - 24 Jun 1694 (20).JPG,338.3,1695.5,1757.2,212.1
836/7,513,38397,E 190_836_7 Southampton 25 Dec 1693 - 24 Jun 1694 (22).JPG,0.7105191176,-180.00,-765,-1795,220,426,1227,148,836_7/E 190_836_7 Southampton 25 Dec 1693 - 24 Jun 1694 (22).JPG,499.8,2461.0,1726.9,208.3
836/7,510,38394,E 190_836_7 Southampton 25 Dec 1693 - 24 Jun 1694 (26).JPG,0.6459264706,-180.00,-699,-1634,323,578,1136,120,836_7/E 190_836_7 Southampton 25 Dec 1693 - 24 Jun 1694 (26).JPG,389.4,2529.9,1758.7,185.8
836/7,511,38395,E 190_836_7 Southampton 25 Dec 1693 - 24 Jun 1694 (26).JPG,0.6459264706,-183.00,-1651,-1198,518,468,1136,120,836_7/E 190_836_7 Southampton 25 Dec 1693 - 24 Jun 1694 (26).JPG,2165.2,1684.6,1758.7,185.8
836/7,512,38396,E 190_836_7 Southampton 25 Dec 1693 - 24 Jun 1694 (26).JPG,0.6459264706,-183.00,-1661,-1300,518,468,1136,120,836_7/E 190_836_7 Southampton 25 Dec 1693 - 24 Jun 1694 (26).JPG,2180.6,1842.6,1758.7,185.8
837/2,514,38398,E 190_837_2 Southampton 24 Jun 1694 - 25 Dec 1694 (3).JPG,0.7105191176,0.00,-543,-1029,265,311,1281,157,837_2/E 190_837_2 Southampton 24 Jun 1694 - 25 Dec 1694 (3).JPG,250.6,1221.0,1802.9,221.0
837/2,515,38399,E 190_837_2 Southampton 24 Jun 1694 - 25 Dec 1694 (3).JPG,0.7105191176,0.00,-1737,-1806,396,489,1281,157,837_2/E 190_837_2 Southampton 24 Jun 1694 - 25 Dec 1694 (3).JPG,2115.5,2565.1,1802.9,221.0
837/2,516,38400,E 190_837_2 Southampton 24 Jun 1694 - 25 Dec 1694 (5).JPG,0.7105191176,0.00,-1688,-1451,417,307,1285,146,837_2/E 190_837_2 Southampton 24 Jun 1694 - 25 Dec 1694 (5).JPG,2076.1,1809.3,1808.5,205.5
837/2,517,38401,E 190_837_2 Southampton 24 Jun 1694 - 25 Dec 1694 (7).JPG,0.5872058824,0.00,-714,-678,380,349,1006,187,837_2/E 190_837_2 Southampton 24 Jun 1694 - 25 Dec 1694 (7).JPG,333.4,601.7,1713.2,318.5
837/2,518,38402,E 190_837_2 Southampton 24 Jun 1694 - 25 Dec 1694 (8).JPG,0.6459264706,0.00,-765,-1577,178,391,1166,158,837_2/E 190_837_2 Southampton 24 Jun 1694 - 25 Dec 1694 (8).JPG,267.1,2152.2,1805.2,244.6
837/2,519,38403,E 190_837_2 Southampton 24 Jun 1694 - 25 Dec 1694 (8).JPG,0.6459264706,6.00,-1638,-909,500,358,1133,131,837_2/E 190_837_2 Southampton 24 Jun 1694 - 25 Dec 1694 (8).JPG,2117.2,1066.9,1754.1,202.8
837/2,520,38404,E 190_837_2 Southampton 24 Jun 1694 - 25 Dec 1694 (10).JPG,0.6459264706,0.00,-1656,-1643,450,358,1193,150,837_2/E 190_837_2 Southampton 24 Jun 1694 - 25 Dec 1694 (10).JPG,2067.6,2203.3,1847.0,232.2
837/2,521,38405,E 190_837_2 Southampton 24 Jun 1694 - 25 Dec 1694 (11).JPG,0.7105191176,-3.00,-612,-810,197,264,1268,155,837_2/E 190_837_2 Southampton 24 Jun 1694 - 25 Dec 1694 (11).JPG,252.1,846.7,1784.6,218.2
837/2,522,38406,E 190_837_2 Southampton 24 Jun 1694 - 25 Dec 1694 (15).JPG,0.7815710294,3.00,-1811,-704,353,434,1384,141,837_2/E 190_837_2 Southampton 24 Jun 1694 - 25 Dec 1694 (15).JPG,2160.6,999.9,1770.8,180.4
837/2,523,38407,E 190_837_2 Southampton 24 Jun 1694 - 25 Dec 1694 (17).JPG,0.7105191176,3.00,-1789,-1453,341,441,1307,187,837_2/E 190_837_2 Southampton 24 Jun 1694 - 25 Dec 1694 (17).JPG,2111.3,2000.7,1839.5,263.2
837/2,524,38408,E 190_837_2 Southampton 24 Jun 1694 - 25 Dec 1694 (18).JPG,0.7105191176,3.00,-1796,-1489,342,667,1287,151,837_2/E 190_837_2 Southampton 24 Jun 1694 - 25 Dec 1694 (18).JPG,2122.5,2369.5,1811.4,212.5
837/2,525,38409,E 190_837_2 Southampton 24 Jun 1694 - 25 Dec 1694 (22).JPG,0.7507740124,0.00,-457,-1664,302,490,1373,153,837_2/E 190_837_2 Southampton 24 Jun 1694 - 25 Dec 1694 (22).JPG,288.6,2327.3,1828.8,203.8
837/2,526,38410,E 190_837_2 Southampton 24 Jun 1694 - 25 Dec 1694 (24).JPG,0.6756966111,0.00,-560,-1115,362,543,1224,126,837_2/E 190_837_2 Southampton 24 Jun 1694 - 25 Dec 1694 (24).JPG,320.1,1670.5,1811.5,186.5
837/2,528,38412,E 190_837_2 Southampton 24 Jun 1694 - 25 Dec 1694 (29).JPG,0.7105191176,-180.00,-622,-1163,426,434,1155,164,837_2/E 190_837_2 Southampton 24 Jun 1694 - 25 Dec 1694 (29).JPG,588.4,1582.7,1625.6,230.8
837/2,529,38413,E 190_837_2 Southampton 24 Jun 1694 - 25 Dec 1694 (29).JPG,0.7105191176,-180.00,-1812,-1668,423,511,1239,129,837_2/E 190_837_2 Southampton 24 Jun 1694 - 25 Dec 1694 (29).JPG,2259.0,2401.9,1743.8,181.6
837/2,527,38411,E 190_837_2 Southampton 24 Jun 1694 - 25 Dec 1694 (30).JPG,0.7815710294,-180.00,-579,-1069,348,491,1292,181,837_2/E 190_837_2 Southampton 24 Jun 1694 - 25 Dec 1694 (30).JPG,577.9,1539.9,1653.1,231.6
837/7,530,38414,E 190_837_7 Southampton 25 Dec 1694 - 24 Jun 1695 (3).JPG,0.9457009456,-3.00,-371,-1163,33,291,1655,269,837_7/E 190_837_7 Southampton 25 Dec 1694 - 24 Jun 1695 (3).JPG,302.3,1443.8,1750.0,284.4
837/7,531,38415,E 190_837_7 Southampton 25 Dec 1694 - 24 Jun 1695 (3).JPG,0.7660177659,3.00,-1728,-807,350,315,1391,163,837_7/E 190_837_7 Southampton 25 Dec 1694 - 24 Jun 1695 (3).JPG,2048.1,966.2,1815.9,212.8
837/7,532,38416,E 190_837_7 Southampton 25 Dec 1694 - 24 Jun 1695 (4).JPG,0.7815710294,0.00,-543,-1455,161,348,1379,217,837_7/E 190_837_7 Southampton 25 Dec 1694 - 24 Jun 1695 (4).JPG,292.6,1850.8,1764.4,277.6
837/7,533,38417,E 190_837_7 Southampton 25 Dec 1694 - 24 Jun 1695 (4).JPG,0.7815710294,3.00,-1680,-838,422,276,1381,158,837_7/E 190_837_7 Southampton 25 Dec 1694 - 24 Jun 1695 (4).JPG,2081.3,969.2,1767.0,202.2
837/7,534,38418,E 190_837_7 Southampton 25 Dec 1694 - 24 Jun 1695 (4).JPG,0.7815710294,3.00,-1680,-838,406,527,1381,158,837_7/E 190_837_7 Southampton 25 Dec 1694 - 24 Jun 1695 (4).JPG,2060.8,1290.4,1767.0,202.2
837/7,535,38419,E 190_837_7 Southampton 25 Dec 1694 - 24 Jun 1695 (5).JPG,0.7815710294,-3.00,-502,-1392,230,377,1364,175,837_7/E 190_837_7 Southampton 25 Dec 1694 - 24 Jun 1695 (5).JPG,328.4,1807.3,1745.2,223.9
837/7,536,38420,E 190_837_7 Southampton 25 Dec 1694 - 24 Jun 1695 (5).JPG,0.7815710294,3.00,-1648,-666,456,196,1364,175,837_7/E 190_837_7 Southampton 25 Dec 1694 - 24 Jun 1695 (5).JPG,2083.9,646.8,1745.2,223.9
837/7,537,38421,E 190_837_7 Southampton 25 Dec 1694 - 24 Jun 1695 (5).JPG,0.7815710294,0.00,-1750,-1500,357,373,1364,175,837_7/E 190_837_7 Southampton 25 Dec 1694 - 24 Jun 1695 (5).JPG,2087.7,1940.4,1745.2,223.9
837/7,538,38422,E 190_837_7 Southampton 25 Dec 1694 - 24 Jun 1695 (6).JPG,0.8597281324,0.00,-428,-1131,160,315,1488,186,837_7/E 190_837_7 Southampton 25 Dec 1694 - 24 Jun 1695 (6).JPG,328.9,1415.7,1730.8,216.3
837/7,539,38423,E 190_837_7 Southampton 25 Dec 1694 - 24 Jun 1695 (6).JPG,0.8597281324,0.00,-428,-1131,153,460,1488,186,837_7/E 190_837_7 Southampton 25 Dec 1694 - 24 Jun 1695 (6).JPG,320.8,1584.3,1730.8,216.3
837/7,540,38424,E 190_837_7 Southampton 25 Dec 1694 - 24 Jun 1695 (6).JPG,0.8597281324,0.00,-428,-1131,175,637,1488,154,837_7/E 190_837_7 Southampton 25 Dec 1694 - 24 Jun 1695 (6).JPG,346.4,1790.2,1730.8,179.1
837/7,541,38425,E 190_837_7 Southampton 25 Dec 1694 - 24 Jun 1695 (6).JPG,0.8597281324,0.00,-1877,-1094,206,409,1549,216,837_7/E 190_837_7 Southampton 25 Dec 1694 - 24 Jun 1695 (6).JPG,2067.8,1482.0,1801.7,251.2
837/7,542,38426,E 190_837_7 Southampton 25 Dec 1694 - 24 Jun 1695 (6).JPG,0.8597281324,0.00,-1877,-1094,205,605,1549,134,837_7/E 190_837_7 Southampton 25 Dec 1694 - 24 Jun 1695 (6).JPG,2066.7,1709.9,1801.7,155.9
837/7,543,38427,E 190_837_7 Southampton 25 Dec 1694 - 24 Jun 1695 (7).JPG,0.7105191176,-3.00,-606,-530,199,401,1243,170,837_7/E 190_837_7 Southampton 25 Dec 1694 - 24 Jun 1695 (7).JPG,246.4,645.4,1749.4,239.3
837/7,544,38428,E 190_837_7 Southampton 25 Dec 1694 - 24 Jun 1695 (7).JPG,0.7105191176,-3.00,-665,-1193,192,529,1243,135,837_7/E 190_837_7 Southampton 25 Dec 1694 - 24 Jun 1695 (7).JPG,319.6,1758.7,1749.4,190.0
837/7,545,38429,E 190_837_7 Southampton 25 Dec 1694 - 24 Jun 1695 (7).JPG,0.7105191176,0.00,-1726,-1256,398,331,1243,135,837_7/E 190_837_7 Southampton 25 Dec 1694 - 24 Jun 1695 (7).JPG,2102.8,1568.7,1749.4,190.0
837/7,546,38430,E 190_837_7 Southampton 25 Dec 1694 - 24 Jun 1695 (12).JPG,0.6459264706,0.00,-634,-1690,348,423,1129,150,837_7/E 190_837_7 Southampton 25 Dec 1694 - 24 Jun 1695 (12).JPG,327.5,2376.7,1747.9,232.2
837/7,547,38431,E 190_837_7 Southampton 25 Dec 1694 - 24 Jun 1695 (15).JPG,0.6459264706,0.00,-646,-1528,332,452,1143,153,837_7/E 190_837_7 Southampton 25 Dec 1694 - 24 Jun 1695 (15).JPG,321.3,2170.8,1769.6,236.9
837/7,548,38432,E 190_837_7 Southampton 25 Dec 1694 - 24 Jun 1695 (15).JPG,0.6459264706,0.00,-646,-1528,323,586,1143,109,837_7/E 190_837_7 Southampton 25 Dec 1694 - 24 Jun 1695 (15).JPG,307.4,2378.2,1769.6,168.7
